brand,category_focus,region,primary_retailers,marketplaces,priority_score,notes,retailers_with_public_api,retailers_need_alt_access,distribution_status,distribution_evidence_source,deprioritized_reason
UGG,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
UNISA,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Vince Shoes,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Vionic,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Vionic Shoes,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
8Seconds,"dresses,tops",Korea,Nordstrom;Bloomingdale's;Macy's,Rakuten;Coupang;Shopee;Lazada,60,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Ader Error,"dresses,tops",Korea,Nordstrom;Bloomingdale's;Macy's,Rakuten;Coupang;Shopee;Lazada,60,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Andersson Bell,"dresses,tops",Korea,Nordstrom;Bloomingdale's;Macy's,Rakuten;Coupang;Shopee;Lazada,60,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Beams,"dresses,tops",Japan,Nordstrom;Bloomingdale's;Macy's,Rakuten;Coupang;Shopee;Lazada,60,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Comme des Garcons,"dresses,tops",Japan,Nordstrom;Bloomingdale's;Macy's,Rakuten;Coupang;Shopee;Lazada,60,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Country Road,"dresses,tops",Australia/SG,Nordstrom;Bloomingdale's;Macy's,Rakuten;Coupang;Shopee;Lazada,60,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Cue,"dresses,tops",Australia/SG,Nordstrom;Bloomingdale's;Macy's,Rakuten;Coupang;Shopee;Lazada,60,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
David Jones,"dresses,tops",Australia/SG,Nordstrom;Bloomingdale's;Macy's,Rakuten;Coupang;Shopee;Lazada,60,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Forever New,"dresses,tops",Australia/SG,Nordstrom;Bloomingdale's;Macy's,Rakuten;Coupang;Shopee;Lazada,60,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
GU,"dresses,tops",Japan,Nordstrom;Bloomingdale's;Macy's,Rakuten;Coupang;Shopee;Lazada,60,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Gentle Monster,"dresses,tops",Korea,Nordstrom;Bloomingdale's;Macy's,Rakuten;Coupang;Shopee;Lazada,60,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Issey Miyake,"dresses,tops",Japan,Nordstrom;Bloomingdale's;Macy's,Rakuten;Coupang;Shopee;Lazada,60,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Junya Watanabe,"dresses,tops",Japan,Nordstrom;Bloomingdale's;Macy's,Rakuten;Coupang;Shopee;Lazada,60,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Juun.J,"dresses,tops",Korea,Nordstrom;Bloomingdale's;Macy's,Rakuten;Coupang;Shopee;Lazada,60,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
KIRSH,"dresses,tops",Korea,Nordstrom;Bloomingdale's;Macy's,Rakuten;Coupang;Shopee;Lazada,60,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Low Classic,"dresses,tops",Korea,Nordstrom;Bloomingdale's;Macy's,Rakuten;Coupang;Shopee;Lazada,60,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Musinsa Standard,"dresses,tops",Korea,Nordstrom;Bloomingdale's;Macy's,Rakuten;Coupang;Shopee;Lazada,60,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Myer,"dresses,tops",Australia/SG,Nordstrom;Bloomingdale's;Macy's,Rakuten;Coupang;Shopee;Lazada,60,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Recto,"dresses,tops",Korea,Nordstrom;Bloomingdale's;Macy's,Rakuten;Coupang;Shopee;Lazada,60,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Saba,"dresses,tops",Australia/SG,Nordstrom;Bloomingdale's;Macy's,Rakuten;Coupang;Shopee;Lazada,60,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Sacai,"dresses,tops",Japan,Nordstrom;Bloomingdale's;Macy's,Rakuten;Coupang;Shopee;Lazada,60,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Seed Heritage,"dresses,tops",Australia/SG,Nordstrom;Bloomingdale's;Macy's,Rakuten;Coupang;Shopee;Lazada,60,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Spao,"dresses,tops",Korea,Nordstrom;Bloomingdale's;Macy's,Rakuten;Coupang;Shopee;Lazada,60,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Uniqlo,"dresses,tops",Japan,Nordstrom;Bloomingdale's;Macy's,Rakuten;Coupang;Shopee;Lazada,60,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
United Arrows,"dresses,tops",Japan,Nordstrom;Bloomingdale's;Macy's,Rakuten;Coupang;Shopee;Lazada,60,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Witchery,"dresses,tops",Australia/SG,Nordstrom;Bloomingdale's;Macy's,Rakuten;Coupang;Shopee;Lazada,60,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Yohji Yamamoto,"dresses,tops",Japan,Nordstrom;Bloomingdale's;Macy's,Rakuten;Coupang;Shopee;Lazada,60,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
